Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
Operations Analyst,Others Analyst,Tim Hortons | Company #4020653,Full-Time,"SQL, SAS",In-Person,Others,ANY,London,ON,47000.0,60000.0
Business Analyst,Business Analyst,Energy Safety Canada,Full-Time,"DevOps, Business analysis, Office Suite, Change management, Database design",In-Person,Energy,ANY,Calgary,AB,75000.0,95000.0
Data Analyst (Dad/Nacrs Coder) - Decision Support - Temporary Full-Time 2024-7887,Data Analyst,Sunnybrook Health Sciences Centre,Full-Time,"Windows, Typing, No SQL",In-Person,Healthcare,ANY,Toronto,ON,70000.0,103782.0
Operations Analyst (Business Operations),Business Analyst,Western University,Full-Time,"Python, SQL, Statistics, Process improvement, Office Suite",In-Person,Education,ANY,London,ON,55191.0,107916.0
Marketing Database Analyst,Database Analyst,CAA Club Group,Full-Time,"Power BI, SAS, Tableau, Databases, SQL",In-Person,Others,ANY,Thornhill,ON,60000.0,70000.0
"Senior Data Analyst, Data Analysis Chapter",Data Analyst,EDC,Full-Time,"Bilingual, Tableau, Power BI, Data modeling, Azure",In-Person,Others,Senior,Ottawa,ON,37440.0,92634.0
Erp Data Analyst,Data Analyst,Velixo,Full-Time,"Computer science, Sage, SQL, Enterprise software, ERP systems",In-Person,Others,ANY,Montréal,QC,55000.0,86000.0
Calgary Based Data Analyst I-Iii - Mfl/Geo Pipeline In-Line Inspection & Data Imu Analyst,Data Analyst,Entegra LLP,Full-Time,"SQL, Office Suite",In-Person,Others,ANY,Leduc,AB,62000.0,67000.0
Business Analyst,Business Analyst,Bayshore HealthCare,Full-Time,"Jira, Power BI, Visio, Office Suite, Software development",In-Person,Healthcare,ANY,Mississauga,ON,63273.0,82227.0
Data Analyst (Product Engineering),Data Analyst,Can-Tech Services,Full-Time,"Data structures, Databases, Change management, Computer networking, Contracts",In-Person,Service,ANY,Ontario,ON,93600.0,96112.0
Capital & Maintenance Program Analyst,AI Analyst,Toronto Hydro,Full-Time,"No SQL, Program management, SQL, Microsoft Access, SAP",In-Person,Others,ANY,Toronto,ON,83000.0,92000.0
Senior Data Engineer & Analyst,Data Engineer,Life House Group,Full-Time,"Math, Software development, Data warehouse",In-Person,Insurance,Senior,Montréal,QC,90000.0,150000.0
Business Analyst,Business Analyst,MacDon Industries Ltd.,Full-Time,"Python, No SQL, SQL, ERP systems, Visio",In-Person,Industry,ANY,Winnipeg,MB,53000.0,61000.0
Business Analyst With Bi,IT Analyst,C.G.I.,Full-Time,"Bilingual, Tableau, Power BI, SQL, Azure",In-Person,Others,ANY,Montréal,QC,75000.0,78634.0
Statistical Programmer Analyst,Programmer,SCiAN Services,Full-Time,"Statistics, SAS, No SQL",In-Person,Service,ANY,Toronto,ON,65000.0,122000.0
Inventory Analyst,Others Analyst,Labatt Breweries Canada,Full-Time,"SAP, Process improvement, Office Suite, Computer skills",In-Person,Others,ANY,Mississauga,ON,91828.0,100669.0
Capital Surveillance Analyst - Investor Relations,IT Analyst,S&P Global,Full-Time,"Python, No SQL, SQL, Python, Data analytics",In-Person,Others,ANY,Toronto,ON,56000.0,74000.0
"Analyst, Data Management Operations - 12 Month Contract",Others Analyst,Ontario Teachers' Pension Plan,Part-Time,"Python, Investment, Computer science, Power BI, SQL",In-Person,Others,ANY,Toronto,ON,87000.0,120000.0
Supply Chain Replenishment Analyst,AI Analyst,Specialty Health Network Inc.,Full-Time,"Python, No SQL, SQL, Microsoft Outlook, ERP systems",In-Person,Healthcare,ANY,Mississauga,ON,59000.0,65000.0
Procurement Analyst,Others Analyst,Dens 'N Dente Healthcare,Full-Time,"Python, No SQL, SQL, Procurement, Supply chain",In-Person,Healthcare,ANY,Richmond Hill,ON,40000.0,50000.0
Power Bi Report Developer 7692-3015,Developer,Foilcon,Full-Time,"Power BI, Relational databases, UX, Business requirements, No SQL",In-Person,Others,ANY,Toronto,ON,58000.0,100000.0
Product Analyst,Others Analyst,Rekuten Global,Full-Time,"Tableau, SQL, Data analytics",In-Person,Others,ANY,Toronto,ON,70000.0,118000.0
Technology Risk Analyst,Risk Analyst,BMO Financial Group,Full-Time,Computer science,In-Person,Finance,ANY,Toronto,ON,75000.0,139000.0
Business Analyst,Business Analyst,Cloudtrend Inc.,Full-Time,"Enterprise software, Performance testing, Change management, Project management, System testing",In-Person,Technology,ANY,Edmonton,AB,64000.0,101000.0
Business Analyst,Business Analyst,Wellington Catholic District School Board,Full-Time,"SQL, Business intelligence, Process improvement, Administrative experience, Computer skills",In-Person,Education,ANY,Guelph,ON,65000.0,82000.0
Emr Analyst,Others Analyst,Medicentres Canada Inc.,Full-Time,"Statistics, Project management, Presentation skills, EMR systems, No SQL",In-Person,Healthcare,ANY,Newmarket,ON,55000.0,76000.0
Performance Media Analyst,Others Analyst,Dentsu Media,Full-Time,"Python, SQL, Facebook Advertising, Math, Presentation skills",In-Person,Others,ANY,Toronto,ON,55000.0,74000.0
Medical Information Analyst (Health Information Management Professional) (12 Month Term),Others Analyst,Canadian Medical Protective Association,Full-Time,"Python, Tableau, SQL, Microsoft Outlook, Medical office experience",In-Person,Healthcare,ANY,Ottawa,ON,68000.0,91000.0
Business Analyst,Business Analyst,Coniah Consulting Inc.,Full-Time,"Azure, DevOps, Statistics, User acceptance testing, Business requirements",In-Person,Technology,ANY,Regina,SK,156000.0,158730.0
Senior Hr Research Analyst - (Specialization In Hr Technology And/Or Data & Analytics),Research Analyst,McLean & Co,Full-Time,"Python, SQL, Statistics, Statistics, Presentation skills",In-Person,Others,Senior,Toronto,ON,50000.0,70000.0
Senior It Business Analyst - Vancouver,IT Analyst,Lantic Inc.,Full-Time,"Bilingual, Tableau, Computer science, Power BI, ERP systems",In-Person,Technology,Senior,Vancouver,BC,87000.0,103465.0
Pricing Analyst,Others Analyst,AutoTrader.ca,Full-Time,"Pricing, Business intelligence, Sales, .NET, Statistical analysis",In-Person,Others,ANY,Midtown Toronto,ON,77000.0,101000.0
Data Warehouse Analyst,Others Analyst,Viana Inc.,Full-Time,"XML, Visual Basic, Objective-C, Python, Windows",In-Person,Technology,ANY,Woodbridge,ON,90355.0,120432.0
Sr. Business Analyst,Business Analyst,FirstOntario Credit Union,Full-Time,SQL,In-Person,Media,Senior,Hamilton,ON,64000.0,94516.0
Business Analyst Ll,Business Analyst,Portage Mutual Insurance,Full-Time,"Jira, Business analysis, SQL, Statistics, Agile",In-Person,Insurance,ANY,Portage La Prairie,MB,55000.0,69000.0
Data & System Analyst Gts,Systems Analyst,BRP,Full-Time,"Bilingual, Tableau, Power BI, Python, Statistics",In-Person,Others,ANY,Sherbrooke,QC,80000.0,118000.0
Technical Business Analyst Hana,Business Analyst,Seven Hills Technology inc,Full-Time,"Program management, Azure, SAP HANA, Kanban, SAP",In-Person,Technology,ANY,Toronto,ON,104000.0,114400.0
Business Systems Analyst,Systems Analyst,CIBC,Full-Time,"Tableau, Office Suite, Agile, Business requirements, Requirements gathering",In-Person,Others,ANY,Toronto,ON,56000.0,85000.0
Data Analytics Senior Analyst - C12 - Mississauga,Others Analyst,Citi,Full-Time,"Oracle, SAS, SQL, SQL, Statistics",In-Person,Others,Senior,Mississauga,ON,71000.0,83000.0
Business Analyst (Contract),Business Analyst,Intelliware,Part-Time,"Business analysis, Presentation skills, Agile, Business requirements",In-Person,Others,ANY,Toronto,ON,70000.0,100000.0
"Analyst (Market Research, Social Research)",Research Analyst,Advanis,Full-Time,"Statistical software, SAS, R, Statistics, Tableau",In-Person,Others,ANY,Canada,Undef,60794.0,63976.0
Database Analyst,Database Analyst,CHAVA GLOBAL SOFTWARE SOLUTIONS LTD.,Full-Time,Python,In-Person,Technology,ANY,Markham,ON,89440.0,91218.0
Database Analyst,Database Analyst,Avari Wireless Corporation,Full-Time,Python,In-Person,Technology,ANY,Burnaby,BC,77334.0,83200.0
"Business Analyst, Commercial Services (Commercial Banking Analyst)",Business Analyst,FirstOntario Credit Union,Full-Time,Undef,In-Person,Media,ANY,St. Catharines,ON,64000.0,84328.0
Database Analyst,Database Analyst,AG IT Consulting,Full-Time,"Python, Databases, Computer skills",In-Person,Technology,ANY,Concord,ON,91520.0,94686.0
Business Analyst,Business Analyst,Infosys,Full-Time,"Jira, Power BI, SQL, Sales, Tableau",In-Person,Others,ANY,Markham,ON,83000.0,100000.0
Business Systems Analyst,Systems Analyst,Gold Valley Daycare & Osc,Full-Time,Python,In-Person,Others,ANY,Leduc,AB,98009.0,109843.0
Statistical Analyst,Others Analyst,APPLIED CONSUMER & CLINICAL EVALUATIONS INC.,Full-Time,"Python, Research",In-Person,Healthcare,ANY,Mississauga,ON,107120.0,174421.0
Servicing Analyst,Others Analyst,BMO Financial Group,Full-Time,"Filing, Statistics, No SQL",In-Person,Finance,ANY,Toronto,ON,38000.0,70000.0
Data Analyst - Informatics And Systems,Data Analyst,ISSI-Tec Manufacturing Inc.,Full-Time,"MATLAB, SQL, ADP, Laboratory experience, Visio",In-Person,Technology,ANY,North Vancouver,BC,80000.0,90000.0
Senior Data Analyst,Data Analyst,V-Tech Solutions,Full-Time,"Tableau, Power BI, Data modeling, Azure, Relational databases",In-Person,Technology,Senior,Montréal,QC,166400.0,187200.0
Database Analyst,Database Analyst,Infitious Technologies,Full-Time,"Python, No SQL",In-Person,Technology,ANY,Hamilton,ON,80080.0,140702.0
Database Analyst,Database Analyst,MYCANADAPAYDAY.COM,Full-Time,"Python, Databases, SQL, Computer skills, Python",In-Person,Others,ANY,Dartmouth,NS,76960.0,115462.0
Database Analyst,Database Analyst,Technology Solutions,Full-Time,Python,In-Person,Technology,ANY,Mississauga,ON,89440.0,98076.0
Policy Analyst,Policy Analyst,Government of Alberta,Full-Time,"Research, No SQL, Strategic planning, Time management",In-Person,Government,ANY,Edmonton,AB,69000.0,90000.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Victoria,BC,66000.0,109267.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Victoria,NL,66000.0,82603.0
Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Full-Time,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",In-Person,Healthcare,Senior,Victoria,MB,66000.0,67758.0
S - Senior It Business Analyst (Vancouver),IT Analyst,Lantic Inc.,Full-Time,"Bilingual, Tableau, Computer science, Power BI, ERP systems",In-Person,Technology,Senior,Vancouver,BC,87000.0,93000.0
Accounts Receivable Analyst,Others Analyst,Niche Bakers Corp,Full-Time,"No SQL, Accounts receivable, SQL, Microsoft Outlook, Financial auditing",In-Person,Others,ANY,Etobicoke,ON,46000.0,67000.0
Information Technology (It) Data Analyst,Data Analyst,AG Marketing & Development Group Inc,Full-Time,"Python, No SQL",In-Person,Technology,ANY,Mississauga,ON,89440.0,107788.0
Technical Support Analyst – It / Database Management,IT Analyst,Seequent,Full-Time,"Customer service, Database management, Computer networking",In-Person,Others,ANY,Toronto,ON,48000.0,64000.0
It Business Analyst - Regular Full-Time,IT Analyst,District of Squamish,Full-Time,"ERP systems, System design, Databases, Business development, Driving",In-Person,Others,ANY,Squamish,BC,87734.0,108559.0
Senior Digital & Ecommerce Data Analyst,Data Analyst,G Adventures,Full-Time,"Business intelligence, Relational databases, Salesforce, SQL, Digital marketing",In-Person,Others,Senior,Toronto,ON,62000.0,90000.0
Business Analyst 7735-0214,Business Analyst,Foilcon,Full-Time,"Power BI, Waterfall, Customer service, DevOps, ERP systems",In-Person,Others,ANY,Toronto,ON,60000.0,100000.0
Senior Quantitative Equity Analyst – Alternative Data,IT Analyst,"Connor, Clark & Lunn Financial Group",Full-Time,"Investment, SQL",In-Person,Finance,Senior,Vancouver,BC,90000.0,200000.0
Statistical Analyst,Others Analyst,ITK,Full-Time,"Tableau, Statistical software, Computer operation, SAS, Word processing",In-Person,Technology,ANY,Ottawa,ON,45000.0,81000.0
Data Analyst Erp Project (3 Years Contract),Data Analyst,Sobeys,Part-Time,"SAP, Merchandising, ERP systems, Process improvement, Continuous improvement",In-Person,Others,ANY,Stellarton,NS,84000.0,90000.0
Facility Asset Management Data Analyst,Data Analyst,City of Edmonton,Full-Time,"Computer operation, SQL, SAP, Presentation skills",In-Person,Government,ANY,Edmonton,AB,85633.0,106995.0
Insurance Claims Analyst,AI Analyst,BGIS,Full-Time,"Tableau, Power BI, SQL, Microsoft Access, Relational databases",In-Person,Others,ANY,Markham,ON,56000.0,97000.0
Allocations Analyst,Others Analyst,Arc'teryx,Full-Time,"SQL, Statistics, No SQL",In-Person,Others,ANY,North Vancouver,BC,69000.0,86000.0
"Business And Quality Assurance Analyst, Scotiabank",IT Analyst,Scotiabank,Full-Time,"Agile, Business requirements, No SQL",In-Person,Finance,ANY,Toronto,ON,62000.0,84000.0
Senior Business Systems Analyst (Data),Systems Analyst,Project X,Full-Time,"Power BI, Azure, Oracle, Business intelligence, Waterfall",In-Person,Others,Senior,Toronto,ON,81000.0,100000.0
"Senior Analyst, Franchise Acceptance Performance",Others Analyst,Mastercard,Full-Time,"Python, No SQL, Power BI, SQL, Microsoft Access",In-Person,Others,Senior,Toronto,ON,70000.0,80000.0
Market Research Analyst - Englewood 1/22/13,Research Analyst,Karcher North America,Full-Time,"SQL, SAP, Writing skills, Research, Presentation skills",In-Person,Others,ANY,Mississauga,ON,109000.0,123000.0
Business Analyst - Core Operations,Business Analyst,BC Centre for Excellence in HIV/AIDS,Full-Time,"Waterfall, Writing skills, Business analysis, Databases, SQL",In-Person,Others,ANY,Vancouver,BC,68000.0,93000.0
Product Support Analyst - Database And Etl,Database Analyst,Copperleaf Technologies Inc.,Full-Time,"Oracle, Enterprise software, Databases, SQL, AWS",In-Person,Technology,ANY,Vancouver,BC,85000.0,110000.0
Power Bi Developer,Developer,Dawn InfoTek Inc.,Full-Time,"Power BI, Data modeling, SQL, Business analysis, Statistics",In-Person,Technology,ANY,Toronto,ON,135200.0,156000.0
Claims Compliance Analyst -,AI Analyst,Allstate,Full-Time,"Python, SQL, Financial auditing, Office Suite, Tableau",In-Person,Government,ANY,Canada,Undef,69036.0,98240.0
Data Warehouse Analyst,Others Analyst,1st Call Industrial Ltd.,Full-Time,"XML, Visual Basic, Objective-C, Python, Windows",In-Person,Manufacturing,ANY,Mississauga,ON,90355.0,100164.0
Social Media Analyst,Others Analyst,BreezeMaxWeb,Full-Time,No SQL,In-Person,Others,ANY,Toronto,ON,37440.0,52000.0
Business Systems Analyst,Systems Analyst,Rubinza Inc.,Full-Time,"Python, Computer networking, Computer skills",In-Person,Technology,ANY,Richmond Hill,ON,90064.0,135408.0
Senior Business Analyst - Healthcare,Business Analyst,Mariner Innovations,Full-Time,"ERP systems, No SQL",Remote,Others,Senior,Remote,Undef,85852.0,91435.0
Program Analyst,Others Analyst,Emterra Group,Full-Time,"Vendor management, Logistics, Project management, Project management software, No SQL",In-Person,Others,ANY,Oakville,ON,65000.0,97206.0
"Senior Business Analyst, Scheduling (10-Month Contract)",Business Analyst,The Salvation Army Canada and Bermuda,Part-Time,"Azure, Project management, Unit testing, Business requirements, No SQL",In-Person,Others,Senior,Toronto,ON,113000.0,147277.0
Maintenance Operations Analyst,AI Analyst,Jazz Aviation LP,Full-Time,"Python, No SQL, Power BI, Data modeling, SQL",In-Person,Transportation,ANY,Halifax,NS,49000.0,64000.0
"Performance Analyst, Contact Centre",Others Analyst,ENERCARE,Full-Time,"Business intelligence, Sales, Customer service, R, Financial reporting",In-Person,Others,ANY,Markham,ON,61000.0,91000.0
Geospatial Analyst,Others Analyst,Government of Alberta,Full-Time,"ArcGIS, R, Statistics, Python, GIS",In-Person,Government,ANY,Edmonton,AB,88383.0,123820.0
Senior Technical Analyst,Others Analyst,Jeevan Technologies,Full-Time,"SFTP, SQL, Azure, Visual Basic, Kanban",In-Person,Technology,Senior,Toronto,ON,135200.0,145600.0
Project Analyst,Others Analyst,Town of Okotoks,Full-Time,"Azure, Filing, Office Suite, Supervising experience, Project management",In-Person,Others,ANY,Okotoks,AB,70000.0,94000.0
Logistics Analyst,Logistic Analyst,Labatt Breweries Canada,Full-Time,"Power BI, SQL, SAP, Supply chain, Logistics",In-Person,Others,ANY,Moncton,NB,63000.0,65098.0
Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Full-Time,"Python, SQL, Microsoft Access, Microsoft Outlook, Statistics",In-Person,Healthcare,Senior,Brampton,ON,84000.0,104000.0
Reporting Analyst,Others Analyst,G2S2 Capital Inc,Full-Time,"SQL, Office Suite",In-Person,Technology,ANY,Halifax,NS,47000.0,65000.0
Research Analyst,Research Analyst,University of Toronto,Full-Time,"Python, No SQL, SAS, R, Research",In-Person,Education,ANY,Toronto,ON,50000.0,55000.0
"Analyst, Low-Rise Asset Management",Others Analyst,Greybrook,Full-Time,"SQL, Office Suite, Statistics, No SQL, Information management",In-Person,Others,ANY,Toronto,ON,70000.0,124000.0
Business Insights Analyst,Business Analyst,Acosta,Full-Time,"Python, SQL, Nielsen, Business analysis, Office Suite",In-Person,Others,ANY,Toronto,ON,44000.0,55000.0
Research Analyst 1,Research Analyst,City of Toronto,Full-Time,"Python, SQL, Microsoft Access, Procurement, Visio",In-Person,Government,ANY,Toronto,ON,90646.0,99320.0
Admn O 24R - Policy Analyst,Policy Analyst,BC Public Service,Full-Time,"Research, Project management, Analytics",In-Person,Service,ANY,Abbotsford,BC,76000.0,87000.0
Data Analyst Supervisor - Mfl/Geo Pipeline In-Line Inspection,Data Analyst,Entegra LLP,Full-Time,Statistics,In-Person,Others,ANY,Vaughan,ON,60000.0,65000.0
"Capacity Planning Analyst, Workforce Management",IT Analyst,Sun Life,Full-Time,"Pegasystems, Data modeling, Tableau, Databases, SQL",In-Person,Insurance,ANY,Waterloo,ON,54000.0,88000.0
"Capacity Planning Analyst, Workforce Management",IT Analyst,Sun Life,Full-Time,"Pegasystems, Data modeling, Tableau, Databases, SQL",In-Person,Insurance,ANY,Waterloo,QC,54000.0,88000.0
Parts Inventory Analyst,Others Analyst,TCAT Div of Toromont Industries Ltd,Full-Time,"Power BI, SQL, Inventory control, Sales, Python",In-Person,Industry,ANY,Concord,ON,58000.0,64000.0
"Business Analyst, Servicenow, Scotiabank",Business Analyst,Scotiabank,Full-Time,"Waterfall, Project management, Presentation skills, ServiceNow, Agile",In-Person,Finance,ANY,Toronto,ON,75000.0,100000.0
Data & Analytics - Senior Data Visualization Engineer,Data Engineer,Aritzia,Full-Time,"Power BI, Tableau, Cloud development, UX, Data visualization",In-Person,Others,Senior,Vaughan,ON,75000.0,150000.0
Deal Desk And Channel Analyst,Others Analyst,Absolute Software,Full-Time,"SQL, Sales, Statistics, NetSuite, Computer networking",Remote,Technology,ANY,Remote,Undef,60000.0,65000.0
Asset Investment Analyst,Others Analyst,Toronto Hydro,Full-Time,"Microsoft Access, Relational databases, R, Alteryx, Visio",In-Person,Others,ANY,Toronto,ON,60000.0,100000.0
Commercial Analyst,Others Analyst,Ebury,Full-Time,"CRM software, Tableau, SQL, Sales, Python",In-Person,Others,ANY,Toronto,ON,60000.0,95000.0
Research Data Coordinator And Analyst,Research Analyst,University of Alberta,Full-Time,"Tableau, Statistical software, R, Statistics, Research",In-Person,Education,ANY,Edmonton,AB,60000.0,82000.0
Business Analyst,Business Analyst,Emergitel,Full-Time,"Bilingual, Tableau, Business analysis, Process improvement, Python",In-Person,Others,ANY,Montréal,QC,137280.0,146151.0
Energy Systems Operation Analyst,Systems Analyst,Renteknik Group Inc.,Full-Time,"No SQL, AutoCAD, SQL, Microsoft Access, Microsoft Outlook",In-Person,Technology,ANY,Burlington,ON,67000.0,130431.0
Business Analyst,Business Analyst,LandSolutions Inc,Full-Time,"Power BI, Oracle, Business analysis, Statistics, Telecommunication",In-Person,Technology,ANY,Toronto,ON,60000.0,98000.0
"Business Analyst, Workday",Business Analyst,Element Fleet Management,Full-Time,"Jira, Python, SQL, Office Suite, Project management",In-Person,Others,ANY,Mississauga,ON,89000.0,93000.0
Business Analyst,Business Analyst,OGGN Inc.,Full-Time,"Business analysis, Statistics, Analytics",In-Person,Technology,ANY,Ottawa,ON,60000.0,84000.0
Supply Chain Analyst,AI Analyst,Trojan Technologies,Full-Time,"Power BI, SQL, Kanban, Writing skills, Supply chain",In-Person,Technology,ANY,London,ON,53000.0,85000.0
Business Analyst,Business Analyst,University of Alberta,Full-Time,"CRM software, Business analysis, Statistics, No SQL",In-Person,Education,ANY,Edmonton,AB,65000.0,90000.0
"Analyst, Global Investment Banking, Global Diversified Industries",Others Analyst,CIBC,Full-Time,"Python, Tableau, Computer operation, SQL, Financial auditing",In-Person,Others,ANY,Toronto,ON,85000.0,95000.0
It Cost Business Analyst,IT Analyst,Ingersoll Rand,Full-Time,"SQL, SAP, No SQL",In-Person,Others,ANY,Barrie,ON,54000.0,71000.0
"Privacy Analyst, Business Effectiveness",Business Analyst,CIBC,Full-Time,"Tableau, SQL, Microsoft Outlook, Office Suite, Loss prevention",In-Person,Others,ANY,Toronto,ON,55000.0,85000.0
Business Analyst,Business Analyst,Teleperformance,Full-Time,"Sales support, SQL, Sales, SQL, Statistical analysis",In-Person,Others,ANY,Toronto,ON,50000.0,51000.0
"Specialist, Business Intelligence Data Warehouse",Business Analyst,Island Health,Full-Time,"Cognos, Data modeling, XML, SQL, Databases",In-Person,Healthcare,Senior,Victoria,BC,94931.0,136448.0
"Specialist, Business Intelligence Data Warehouse",Business Analyst,Island Health,Full-Time,"Cognos, Data modeling, XML, SQL, Databases",In-Person,Healthcare,Senior,Victoria,NL,94931.0,136448.0
"Specialist, Business Intelligence Data Warehouse",Business Analyst,Island Health,Full-Time,"Cognos, Data modeling, XML, SQL, Databases",In-Person,Healthcare,Senior,Victoria,MB,94931.0,136448.0
Sr. Business Analyst,Business Analyst,Electronic Arts,Full-Time,"Power BI, Azure, Google Cloud Platform, Tableau, Databases",In-Person,Others,Senior,Vancouver,BC,89000.0,123000.0
Senior Business Process Analyst,Business Analyst,BC Financial Services Authority,Full-Time,"Visio, Statistics, Presentation skills, Recruiting, Business requirements",In-Person,Service,Senior,Vancouver,BC,88000.0,137000.0
"Lead, Manufacturing Analyst",Manufacture Analyst,Vista,Full-Time,"SQL, Supply chain, R, SQL, Tableau",In-Person,Others,Senior,Lakeshore,ON,75347.0,131756.0
"Lead, Manufacturing Analyst",Manufacture Analyst,Vista,Full-Time,"SQL, Supply chain, R, SQL, Tableau",In-Person,Others,Senior,Lakeshore,MB,103412.0,110511.0
Business Analyst - Erp,Business Analyst,OSI Maritime Systems,Full-Time,"Power BI, System administration, SQL, Supply chain, ERP systems",In-Person,Others,ANY,Burnaby,BC,93000.0,114000.0
Database Analyst,Database Analyst,Exioms Canada,Full-Time,Python,In-Person,Others,ANY,Mississauga,ON,89440.0,106914.0
Systems Analyst,Systems Analyst,St. Paul Education,Full-Time,"Microsoft Windows Server, VoIP, Database management, Project management, Project management methodology",In-Person,Education,ANY,St. Paul,AB,56000.0,80000.0
Business Systems Analyst,Systems Analyst,TransLink,Full-Time,"Azure, Enterprise software, DevOps, Weblogic, SQL",In-Person,Others,ANY,Vancouver,BC,10000.0,48707.0
"Analyst, Business Systems",Systems Analyst,Fraser Health,Full-Time,"Research, Project management, Business requirements, Leadership, Information management",In-Person,Healthcare,ANY,Surrey,BC,72113.0,103646.0
Market Research Analyst,Research Analyst,NUTRIZA INC.,Full-Time,"Sales, Python",In-Person,Technology,ANY,North York,ON,89440.0,131006.0
Senior Strategic Business Analyst,Business Analyst,Alberta Pensions Services Corporation (APS),Full-Time,"Public speaking, Change management, Presentation skills, Agile, Budgeting",In-Person,Service,Senior,Edmonton,AB,77000.0,114000.0
"Business Systems Analyst (Travel And Expense) - Mississauga, Cad- W2",Systems Analyst,Techprism.inc,Full-Time,"Jira, Writing skills, Mobile applications, R, Statistics",In-Person,Technology,ANY,Mississauga,ON,71302.0,114545.0
Database Analyst,Database Analyst,ZOMI Technology Ltd.,Full-Time,Python,In-Person,Technology,ANY,Vancouver,BC,76960.0,91231.0
Functional Analyst,Others Analyst,Desjardins,Full-Time,"Tableau, SAS, Python, Drafting, Control-M",In-Person,Others,ANY,Montréal,QC,62492.0,110166.0
Research Analyst,Research Analyst,Ballad Consulting Group,Full-Time,"Adobe Photoshop, SQL, Writing skills, Adobe Illustrator, Research",In-Person,Consulting,ANY,Edmonton,AB,50000.0,60000.0
Data Analyst - Informatics And Systems,Data Analyst,Belloy Geologists,Full-Time,"CSS, Python, Windows, Office Suite, Databases",In-Person,Others,ANY,Calgary,AB,87360.0,93514.0
Business Analyst - Sap Concur,Business Analyst,Altis Recruitment,Full-Time,"SAP, ERP systems, Python, Office Suite, Project management",In-Person,Others,ANY,Toronto,ON,104000.0,108525.0
Cfd Analyst,Others Analyst,Enerkem Inc.,Full-Time,"Bilingual, Tableau, Mechanical engineering, Python, Presentation skills",In-Person,Technology,ANY,Sherbrooke,QC,65000.0,72000.0
Bi Engineer,Data Engineer,COREL CORPORATION USA,Full-Time,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",In-Person,Technology,ANY,Canada,Undef,100000.0,110000.0
Business Analyst,Business Analyst,Net Solutions India,Full-Time,"Statistics, Product management, User acceptance testing, Agile, Business requirements",In-Person,Consulting,ANY,Toronto,ON,57000.0,75000.0
Hr Technology Lead And Data Analyst,Data Analyst,City of Barrie,Full-Time,"Python, SAP SuccessFactors, SQL, Microsoft Access, Microsoft Outlook",In-Person,Government,Senior,Barrie,ON,64000.0,90000.0
Database Analyst,Database Analyst,NRIT Consulting,Full-Time,Python,In-Person,Technology,ANY,Calgary,AB,89440.0,144375.0
Database Analyst,Database Analyst,Rish Consulting,Full-Time,Python,In-Person,Consulting,ANY,Calgary,AB,89440.0,91156.0
Programmer Analyst,Programmer,University of British Columbia,Full-Time,"Power BI, SQL, Business intelligence, Visual Basic, Relational databases",In-Person,Education,ANY,Vancouver,BC,10000.0,90291.0
Artificial Intelligence (Ai) Analyst,AI Analyst,JAAJ Consultancy Services Inc.,Full-Time,"MATLAB, SQL, Big data, R, Laboratory experience",In-Person,Service,ANY,Milton,ON,100880.0,107066.0
Senior Business Analyst,Business Analyst,Ivey Business School Foundation,Full-Time,"Data modeling, Relational databases, Business analysis, Research, SQL",In-Person,Education,Senior,London,ON,53000.0,82000.0
"Portfolio Management Analyst, Quantitative Equity",IT Analyst,"Connor, Clark & Lunn Financial Group",Full-Time,SQL,In-Person,Finance,ANY,Vancouver,BC,90000.0,180000.0
Intermediate Business Analyst,Business Analyst,Home Trust Company,Full-Time,"Bilingual, Data modeling, Customer service, Visio, Office Suite",In-Person,Others,Mid,Toronto,ON,72000.0,91000.0
Power Market Analyst - 24321,Others Analyst,Enverus,Full-Time,"Sales, Project planning, Statistics, SQL, Agile",In-Person,Others,ANY,Calgary,AB,80000.0,95000.0
Operations Technical Analyst,Others Analyst,"Raymond James Financial, Inc.",Full-Time,"Power BI, SQL, Writing skills, Statistics, Office Suite",In-Person,Technology,ANY,Vancouver,BC,75000.0,90000.0
Risk & Payments Data Analyst/Analyste De Données Risques & Paiements,Data Analyst,Plusgrade,Full-Time,"Computer science, SQL, Schematics, Alteryx, Statistics",In-Person,Others,ANY,Montréal,QC,54156.0,111937.0
Sr. Business Analyst,Business Analyst,Transatlantic Business Consulting Inc.,Full-Time,"Software deployment, LAN, WAN, Computer networking",In-Person,Technology,Senior,Ottawa,ON,166400.0,208000.0
Analyste Des Rapports Sur Les Investissements,Others Analyst,OMERS,Full-Time,"Python, Investment, Power BI, SQL, SQL",In-Person,Others,ANY,Toronto,ON,78280.0,97510.0
