Job Title,Position,Company,Job Type,Skill,Work Type,Industry Type,Seniority,City,Province,Min Salary,Max Salary
Pricing Analyst,Others Analyst,Alliance Door Products,Full-Time,Excel,In-Person,Others,ANY,Calgary,AB,65178.0,121966.0
Junior Analyst Position,IT Analyst,CTi Living,Full-Time,Excel,In-Person,Others,Junior,Etobicoke,ON,48000.0,122400.0
Revenue Operations Business Analyst,Business Analyst,MaintainX,Full-Time,"Shell, C#, Jira, Confluence",In-Person,Others,ANY,Toronto,ON,57448.0,66964.0
Demand Planning Analyst,Others Analyst,Cozey,Full-Time,"Vba, Excel",In-Person,Others,ANY,Mont-royal,QC,100992.0,123554.0
Business Analyst Senior 7698-1809,Business Analyst,Foilcon,Full-Time,Undef,In-Person,Others,Senior,Toronto,ON,46186.0,60390.0
Senior Business Analyst,Business Analyst,Jeevan Technologies,Full-Time,Undef,In-Person,Technology,Senior,Toronto,ON,145600.0,187200.0
Cost And Pricing Analyst,Others Analyst,IMP Group,Full-Time,Excel,In-Person,Others,ANY,Amherst,NS,55953.0,70323.0
Business Analyst,Business Analyst,MacDon Industries Ltd.,Full-Time,Excel,In-Person,Industry,ANY,Winnipeg,MB,74689.0,127242.0
Broadridge Specialized Analyst - Only,Others Analyst,C.G.I.,Full-Time,"Jira, Gap, Sql, Confluence",In-Person,Others,ANY,Montréal,QC,39745.0,68169.0
Business Analyst - Core Operations,Business Analyst,BC Centre for Excellence in HIV/AIDS,Full-Time,"Python, Sql",In-Person,Others,ANY,Vancouver,BC,67861.0,93310.0
"Business Analyst, Workday",Business Analyst,Element Fleet Management,Full-Time,"Jira, Excel, Smartsheet",In-Person,Others,ANY,Mississauga,ON,56532.0,95538.0
Fuel Pricing Analyst,Others Analyst,Canco,Full-Time,Undef,In-Person,Others,ANY,Kelowna,BC,60000.0,70000.0
"B2C Business Systems Analyst Toronto, Canada Information Technology",Systems Analyst,"Rothmans, Benson & Hedges Inc",Full-Time,Undef,In-Person,Technology,ANY,Toronto,ON,92610.0,103700.0
Calgary Based Data Analyst I-Iii - Mfl/Geo Pipeline In-Line Inspection & Data Imu Analyst,Data Analyst,Entegra LLP,Full-Time,Excel,In-Person,Others,ANY,Leduc,AB,74721.0,105126.0
Cost Analyst,Others Analyst,Intelcom,Full-Time,Excel,In-Person,Others,ANY,Montréal,QC,70752.0,77109.0
Senior Logistics Analyst,Logistic Analyst,NewAge Products Inc,Full-Time,"Tableau, Crystal, Sql, Excel, Vba, Database",Remote,Technology,Senior,Remote,Undef,82054.0,143033.0
Operations Analyst,Others Analyst,CLEAResult,Full-Time,Excel,In-Person,Others,ANY,Port Coquitlam,BC,58240.0,89107.0
Accounting/Reporting Analyst,Others Analyst,BGIS,Full-Time,"Fabric, Excel, R",In-Person,Others,ANY,Markham,ON,71342.0,107143.0
Business Intelligence Developer (Local To Quebec),Business Analyst,Q1 Technologies,Full-Time,"Power Bi, Sql, Database",In-Person,Technology,ANY,Montréal,QC,145600.0,150856.0
Laboratory Analyst (4-Month Contract),Others Analyst,ALS Global,Part-Time,Excel,In-Person,Others,ANY,Kamloops,BC,87692.0,90103.0
24-144 Business Solutions Analyst,Business Analyst,The City of Maple Ridge,Full-Time,Maple,In-Person,Government,ANY,Maple Ridge,BC,94494.0,299520.0
Sr. Business Systems Analyst (Salesforce),Systems Analyst,Authentic8,Full-Time,"C#, Jira, Confluence",Remote,Others,Senior,Remote,Undef,55175.0,99996.0
Cfd Analyst,Others Analyst,Enerkem Inc.,Full-Time,"C#, Python",In-Person,Technology,ANY,Montréal,QC,49863.0,67289.0
Ecommerce Brand Advocate Analyst - Hybrid - 12 Month Contract,Others Analyst,The Home Depot Canada,Part-Time,"Tableau, Excel, Looker",Hybrid,Others,ANY,Toronto,ON,37390.0,121408.0
Supply Chain Analyst,AI Analyst,American Iron and Metal,Full-Time,Excel,In-Person,Others,ANY,Hamilton,ON,57776.0,65128.0
Senior Technical Business Systems Analyst (Hybrid Temporary Assignment Until July 2025),Systems Analyst,Scotiabank,Full-Time,"Gap, Excel",Hybrid,Finance,Senior,Scarborough,ON,49511.0,79363.0
Compensation Analyst,Others Analyst,Boreala Management,Full-Time,Excel,In-Person,Others,ANY,Montréal,QC,88101.0,112979.0
Business Analyst,Business Analyst,InSync,Full-Time,Undef,In-Person,Others,ANY,Calgary,AB,66177.0,66915.0
Digital Supply Chain Planning Analyst,AI Analyst,McCain Foods Limited,Full-Time,Undef,In-Person,Others,ANY,Toronto,ON,80200.0,80289.0
Lifespan Cognition Lab Data Analyst Lead,Data Analyst,Kwantlen Polytechnic University,Full-Time,"Html, Sql, Reason, Excel, Python, Javascript, R, Database",In-Person,Technology,Senior,Surrey,BC,37440.0,131892.0
It Business Analyst,IT Analyst,Spark Power,Full-Time,Oracle Cloud,In-Person,Energy,ANY,Oakville,ON,82428.0,116531.0
"Sr Analyst, Sustainability",AI Analyst,Gildan Activewear Inc,Full-Time,"Power Bi, Tableau, Excel",In-Person,Technology,Senior,Montréal,QC,80057.0,81499.0
Capital Surveillance Analyst - Investor Relations,IT Analyst,S&P Global,Full-Time,Excel,In-Person,Others,ANY,Toronto,ON,78109.0,131192.0
"Business Intelligence Engineer, Supply Chain Optimization Technologies, Fulfillment Availability",Data Engineer,Amazon Development Centre Canada ULC - K03,Full-Time,"Sql, Database, Tableau, Machine Learning, Aws, Big Data, Python",In-Person,Construction,ANY,Vancouver,BC,76400.0,127600.0
Project Manager/Business Analyst (Hybrid),Business Analyst,Saint Laurent Consulting,Full-Time,Undef,Hybrid,Consulting,ANY,Winnipeg,MB,78718.0,94613.0
"Data System Analyst (Need -Snowflake, Hadoop, Etl) @ Markham - Hybrid - Long Term",Systems Analyst,Atlantis IT group,Full-Time,"Hadoop, Informatica, Snowflake, Aws, Sql, Postgresql, Qliksense, Scala, Big Data, Shell, Sas, Teradata, Python",Hybrid,Technology,ANY,Toronto,ON,61284.0,71856.0
Bank Rec Analyst - 6 Month Contract,Others Analyst,The Boyd Group,Part-Time,Excel,In-Person,Others,ANY,Winnipeg,MB,66181.0,85596.0
Analyst - Market Research,Research Analyst,A&M Canadian Immigration Law Corporation,Full-Time,Database,In-Person,Technology,ANY,Winnipeg,MB,45760.0,115314.0
Business Analyst (Intermediate) 7647-1812,Business Analyst,Foilcon,Full-Time,"Sql, Mysql, Database, Power Platform, Azure, Jira",In-Person,Others,Mid,Toronto,ON,43098.0,121878.0
Supply Chain Analyst Iii,AI Analyst,Seaspan ULC,Full-Time,"Power Bi, Excel, Oracle Cloud",In-Person,Others,ANY,North Vancouver,BC,81000.0,99000.0
Compensation Analyst,Others Analyst,Canada Goose Inc.,Full-Time,"Excel, Excel",In-Person,Technology,ANY,Toronto,ON,79569.0,86355.0
"Senior Analyst, Quality Control",IT Analyst,TARO PHARMACEUTICALS INC.,Full-Time,Undef,In-Person,Healthcare,Senior,Brampton,ON,45287.0,80094.0
Platform And Process Analyst,Others Analyst,GardaWorld,Full-Time,Undef,In-Person,Others,ANY,Montréal,QC,59050.0,109572.0
Data Integration Senior System Support Analyst,Systems Analyst,Royal Bank of Canada,Full-Time,"C#, Database, Database, Mongodb, Sql, Aws, Big Data, Snowflake, Hadoop, Azure, Python, Sybase",In-Person,Finance,Senior,Toronto,ON,72984.0,95811.0
"Senior Analyst, Quality Control",IT Analyst,"Taro Pharmaceuticals INC, Canada",Full-Time,Undef,In-Person,Healthcare,Senior,Brampton,ON,63012.0,82789.0
"Infrastructure Practice Group, Senior Business Analyst",Business Analyst,Egon Zehnder,Full-Time,Undef,In-Person,Others,Senior,Montréal,QC,83855.0,102676.0
Business Systems Analyst,Systems Analyst,Infoblox Canada Ltd.,Full-Time,Undef,In-Person,Others,ANY,Burnaby,BC,108347.0,115172.0
"Technology And Communications Practice Group, Senior Business Analyst",Business Analyst,Egon Zehnder,Full-Time,Excel,In-Person,Others,Senior,Montréal,QC,90782.0,149615.0
"Senior Analyst, It Risk Metrics/Reporting (Gcs)",IT Analyst,Royal Bank of Canada,Full-Time,"Sql, Excel, Tableau, Jira, Power BI, Powershell, Gap, Vba, Snowflake, Python, Database",In-Person,Finance,Senior,Vancouver,BC,75309.0,117707.0
Simcorp - Communication Server Analyst - Business Analyst,Business Analyst,CGI,Full-Time,Undef,In-Person,Others,ANY,Montréal,QC,77619.0,79654.0
Business Analyst - Computer Systems,Systems Analyst,XLNCY SOLUTIONS,Full-Time,Undef,In-Person,Consulting,ANY,Brampton,ON,59280.0,78698.0
Senior Business Analyst,Business Analyst,Aviso Wealth,Full-Time,Sql,In-Person,Others,Senior,Toronto,ON,87000.0,115000.0
Computer Systems Analyst,Systems Analyst,Canadian Systems Inc.,Full-Time,"Html, Java, Database, Tcl",In-Person,Technology,ANY,Etobicoke,ON,86320.0,113398.0
Accounts Receivable Analyst,Others Analyst,MCL Motor Cars 2010,Full-Time,Excel,In-Person,Automotive,ANY,Vancouver,BC,66996.0,94769.0
Regional Development Analyst,Others Analyst,Mandi Guys Inc.,Full-Time,"Excel, Database",In-Person,Technology,ANY,London,ON,75000.0,75889.0
Business Systems Analyst,Systems Analyst,Save Max Real Estate Inc.,Full-Time,Undef,In-Person,Technology,ANY,Mississauga,ON,91520.0,105040.0
Business Systems Analyst,Systems Analyst,108 ideaspace inc.,Full-Time,Undef,In-Person,Technology,ANY,Toronto,ON,90001.0,93600.0
Business Systems Analyst,Systems Analyst,ElementIQ Media Inc.,Full-Time,Undef,In-Person,Technology,ANY,Port Coquitlam,BC,95680.0,116346.0
Avp - Senior Natural Catastrophe Pricing Analyst,Others Analyst,SCOR,Full-Time,"C#, Excel",In-Person,Others,Senior,Toronto,ON,85523.0,149040.0
Sr Synthetic Aperture Radar (Sar) Processing Analyst,Others Analyst,MacDonald Dettwiler & Associates Inc.,Full-Time,"C#, Python, Matlab",In-Person,Technology,Senior,Richmond,BC,98000.0,144100.0
Analyste D'Affaires - Sénior / Senior Business Analyst,AI Analyst,Talan,Full-Time,"Big Data, Java, Sql, C",In-Person,Others,Senior,Montréal,QC,62957.0,140649.0
Sr. Strategic Pricing Analyst,Others Analyst,Brink's Incorporated,Full-Time,Excel,In-Person,Technology,Senior,Toronto,ON,63089.0,75593.0
"Senior Analyst, It Risk Metrics/Reporting (Gcs)",IT Analyst,Royal Bank of Canada,Full-Time,"Sql, Excel, Tableau, Jira, Power BI, Powershell, Gap, Vba, Snowflake, Python, Database",In-Person,Finance,Senior,Toronto,ON,48112.0,78760.0
Business Systems Analyst,Systems Analyst,TD SYNNEX Canada,Full-Time,"Sql, Ruby, Javascript, Jira",In-Person,Others,ANY,Mississauga,ON,86008.0,102014.0
Market Research Analyst / Cryptocurrency Market Expert,Research Analyst,Bisti Foreign Exchange,Full-Time,Undef,In-Person,Others,ANY,Montréal,QC,29931.0,41600.0
"Intermediate Accounting Analyst - Bilingual, Canadian Business Banking - Toronto Or Ottawa (Ontario)",Business Analyst,Scotiabank,Full-Time,"Database, Excel",In-Person,Finance,Mid,Ottawa,ON,69418.0,94485.0
Data & Analytics - Senior Data Visualization Engineer,Data Engineer,Aritzia,Full-Time,"Power Bi, Tableau, Looker",In-Person,Others,Senior,Vaughan,ON,75000.0,150000.0
Field Market Analyst,Others Analyst,Confidential,Full-Time,Excel,In-Person,Others,ANY,Scarborough,ON,41600.0,53331.0
Data Analyst,Data Analyst,University of Saskatchewan,Full-Time,"Power BI, Tableau, Excel, Spss",In-Person,Education,ANY,Saskatoon,SK,69695.0,115286.0
Strategic Data Analyst,Data Analyst,Element Fleet Management,Full-Time,"Sql, Tableau, Crystal, Ssis, Excel, SQL, Ssrs, Power Bi, Sybase, Database",In-Person,Others,ANY,Mississauga,ON,70545.0,102342.0
Data Analyst,Data Analyst,Cabela's,Full-Time,"Sql, Power Bi, Python, Visual Basic, Excel, Google Cloud Platform",In-Person,Others,ANY,Winnipeg,MB,80670.0,126376.0
Bi Engineer,Data Engineer,COREL CORPORATION USA,Full-Time,"Tableau, Power BI, Snowflake, Looker, Postgresql",Remote,Technology,ANY,Remote,Undef,100000.0,110000.0
Data Analyst,Data Analyst,KF Aerospace,Full-Time,"Power Bi, Sql",In-Person,Aerospace,ANY,Kelowna,BC,77000.0,96000.0
"Senior Analyst, Performance And Analytics",Others Analyst,Ontario Health,Full-Time,"Power BI, Power Platform, Sql, Excel, Sas, Ssrs, Python, R",In-Person,Healthcare,Senior,Toronto,ON,63183.0,64960.0
Data Scientist/Business Analyst,Business Analyst,247 Labs Inc,Full-Time,"Aws, Azure, Html, Machine Learning, Sql, Github, Css, Gitlab, Python, Vue, R, Javascript",In-Person,Technology,ANY,Toronto,ON,53225.0,101045.0
Data Warehouse Analyst,Others Analyst,I Tech Computer INC,Full-Time,"Sql, Database",In-Person,Technology,ANY,Markham,ON,93600.0,108880.0
Data Analyst / Modeler Advisory,Data Analyst,Scotiabank,Full-Time,"Database, Hadoop, Sql",In-Person,Finance,ANY,Toronto,ON,75930.0,139492.0
Supply Chain Bi Solutions Analyst,AI Analyst,Pet Valu,Full-Time,"Tableau, Sql, Excel, Power Bi, Python, R, Vba",In-Person,Others,ANY,Greater Toronto Area,ON,68719.0,75134.0
People Technology Analyst,Others Analyst,Tucows,Full-Time,Undef,Remote,Others,ANY,Toronto,ON,66500.0,78200.0
Media Insights- Reporting Analyst,Others Analyst,Walmart Canada,Full-Time,Undef,In-Person,Others,ANY,Mississauga,ON,102837.0,117654.0
Senior Business Analyst,Business Analyst,Newfoundland and Labrador Centre for Health...,Full-Time,Php,Remote,Healthcare,Senior,Remote,Undef,72639.0,94431.0
Business And Contract Analyst,Business Analyst,Vancouver Coastal Health,Part-Time,"Tableau, Power BI, Sql, Excel, Python, R, Knime",In-Person,Healthcare,ANY,Vancouver,BC,79310.0,114025.0
"Analyst - Performance, Wind Energy",Others Analyst,Innergex,Full-Time,"Tableau, Machine Learning, Sql, Matlab, Python",In-Person,Others,ANY,Longueuil,QC,94225.0,112768.0
Hris Analyst & Report Specialist - Master'S Level Internship,Data Specialist,Vosyn,Part-Time,"Tableau, Sql, Excel, Power Bi, Python, R, Database",Remote,Others,Senior,Remote,Undef,66560.0,72800.0
Reporting Analyst,Others Analyst,G2S2 Capital Inc,Full-Time,Excel,In-Person,Technology,ANY,Halifax,NS,51895.0,147163.0
Data Analyst - Informatics And Systems,Data Analyst,Ray Legacy Consulting Services Inc.,Full-Time,"Sql, Database, Mysql",In-Person,Service,ANY,Burnaby,BC,76960.0,132490.0
Senior Data Visualization Architect,IT Analyst,Tekshapers Inc,Full-Time,"Machine Learning, Sql, Big Data, Plotly, Database, Machine Learning, R, Cassandra, Big Data, Matplotlib, Snowflake, D3.Js, Hadoop, Google Bigquery, Python, Javascript, D3.Js, Seaborn",In-Person,Technology,Senior,Vancouver,BC,140000.0,148806.0
Senior Analyst,Others Analyst,Klick Health,Full-Time,"Big Data, Sql, Database",In-Person,Healthcare,Senior,Toronto,ON,94087.0,124975.0
Central Planning Analyst,Others Analyst,T&T Supermarket,Full-Time,"Excel, Sql, Database",In-Person,Others,ANY,Markham,ON,69087.0,89852.0
It Business Intelligence Analyst,IT Analyst,Top Aces,Full-Time,"Power Bi, Ssrs, Azure, Sql",In-Person,Others,ANY,Dorval,QC,76680.0,80330.0
Senior Operations Analyst,Others Analyst,Manitoba Public Insurance,Full-Time,"Spss, Tableau, Power BI, Sql, Python, R",In-Person,Insurance,Senior,Winnipeg,MB,32611.0,81858.0
"Analyst, Ancillary Optimization",Others Analyst,Porter Airlines Inc.,Full-Time,"Tableau, Vba, Excel, Sql",In-Person,Technology,ANY,Toronto,ON,75347.0,79293.0
Measurement Services Business Analyst,Business Analyst,FortisBC,Full-Time,"C#, Sas",In-Person,Others,ANY,Penticton,BC,83470.0,94519.0
Senior Business Analyst - Healthcare,Business Analyst,Mariner Innovations,Full-Time,Gap,Remote,Others,Senior,Remote,Undef,80298.0,105264.0
Pricing Analyst,Others Analyst,AutoTrader.ca,Full-Time,.Net,In-Person,Others,ANY,Greater Toronto Area,ON,63174.0,76245.0
Transformation Analyst,Others Analyst,"Trimac Transportation, Ltd (ND)",Full-Time,"Excel, Tableau, Sql, Asana",In-Person,Transportation,ANY,Edmonton,AB,52753.0,104410.0
Data Analyst / Analyste De Données,Data Analyst,FlightHub,Full-Time,"Excel, Sql",In-Person,Others,ANY,Montréal,QC,52972.0,90794.0
Bi Engineer,Data Engineer,Parallels,Full-Time,"Tableau, Power BI, Snowflake, Looker, Postgresql",In-Person,Others,ANY,Toronto,ON,47523.0,98641.0
"Analyste D’Études / Study Analyst, Real World Solutions",Others Analyst,IQVIA,Full-Time,Excel,In-Person,Others,ANY,Kirkland,QC,61697.0,68453.0
Project Analyst,Others Analyst,AFL Telecommunications LLC,Full-Time,"Excel, Smartsheet",In-Person,Media,ANY,Surrey,BC,57967.0,65821.0
Senior Data Visualization Architect,IT Analyst,Tekshapers Software Solutions Pvt Ltd,Full-Time,"Sql, Big Data, Database, Machine Learning, Cassandra, Big Data, Snowflake, D3.Js, Hadoop, Google Bigquery, Python, Javascript, R",In-Person,Technology,Senior,Vancouver,BC,80000.0,120000.0
Technology Analyst - Sql Data Engineer,Data Engineer,Infosys,Full-Time,"Sql, Snowflake, Azure, R, Talend",In-Person,Others,ANY,Montréal,QC,36684.0,98605.0
Pricing And Product Analyst,Others Analyst,Monark,Full-Time,"Power BI, Tableau, Excel, Python, R",In-Person,Others,ANY,White Rock,BC,55000.0,75000.0
Cost Analyst,Others Analyst,MultiTech,Full-Time,Excel,In-Person,Technology,ANY,Toronto,ON,78666.0,120760.0
Bi Engineer,Data Engineer,COREL CORPORATION USA,Full-Time,"Tableau, Power BI, Snowflake, Looker, Postgresql",In-Person,Technology,ANY,Toronto,ON,100000.0,110000.0
Data And Bi Expert,Others Analyst,GFT Technologies SE,Full-Time,"Vue, C",In-Person,Technology,ANY,Montréal,QC,37473.0,87282.0
"Analyst, Business Systems",Systems Analyst,Fraser Health,Full-Time,Undef,In-Person,Healthcare,ANY,Surrey,BC,72113.0,103646.0
Toronto Or Montreal - Global Trade - Customs Analyst,Others Analyst,EY,Full-Time,Undef,In-Person,Others,ANY,Toronto,ON,53314.0,65959.0
Research Data Coordinator And Analyst,Research Analyst,University of Alberta,Full-Time,"Stata, R",In-Person,Education,ANY,Edmonton,AB,59822.0,82266.0
Bi Engineer,Data Engineer,COREL CORPORATION USA,Full-Time,"Tableau, Power BI, Snowflake, Looker, Postgresql",In-Person,Technology,ANY,Waterloo,ON,100000.0,110000.0
Private Markets Investment Analyst,Others Analyst,G2S2 Capital Inc,Full-Time,Excel,In-Person,Technology,ANY,Halifax,NS,52866.0,128276.0
Bi Engineer,Data Engineer,COREL CORPORATION USA,Full-Time,"Tableau, Power BI, Snowflake, Looker, Postgresql",In-Person,Technology,ANY,Ottawa,ON,100000.0,110000.0
Senior Business Analyst,Business Analyst,Prophecy Technologies Corp,Full-Time,Excel,In-Person,Technology,Senior,London,ON,62400.0,104000.0
Market Research Analyst,Research Analyst,IQ4I Canada Inc,Full-Time,Undef,In-Person,Technology,ANY,Ancaster,ON,89440.0,91520.0
Data Analyst - Informatics And Systems,Data Analyst,Colours of Punjabi Event Organization Inc.,Full-Time,"Database, Database, Html, Sql, Mysql",In-Person,Technology,ANY,Surrey,BC,79040.0,107853.0
Bi Engineer - Black Panther,Data Engineer,Electronic Arts,Full-Time,"Html, Aws, Sql, Git, Azure, Python, Looker, Database",In-Person,Others,ANY,Vancouver,BC,89300.0,123000.0
Senior Data Analyst,Data Analyst,Clutch Technologies Inc.,Full-Time,"Tableau, Sql",In-Person,Technology,Senior,Etobicoke,ON,93789.0,116583.0
Senior Business Analyst,Business Analyst,Capgemini,Full-Time,Excel,In-Person,Others,Senior,Montréal,QC,72113.0,112694.0
Business Systems Analyst,Systems Analyst,AtkinsRéalis,Full-Time,"Power Bi, Html, Power Platform, Excel, Css, Javascript, Database",In-Person,Others,ANY,Richmond,BC,68960.0,94820.0
Cmms Analyst (Hybrid),Others Analyst,Lululemon,Full-Time,Excel,Hybrid,Others,ANY,Delta,BC,66000.0,86600.0
Senior Marketing Analyst,Others Analyst,Absorb Software,Full-Time,"Html, Tableau, Power BI, Css, Bigquery, Javascript, Fivetran",Remote,Technology,Senior,Remote,Undef,59025.0,116307.0
Demand And Insights Analyst,Others Analyst,Purdys Chocolatier,Full-Time,"Power Bi, Gap, Excel",In-Person,Others,ANY,Vancouver,BC,70000.0,85000.0
Systems Analyst,Systems Analyst,Helios Retail Consulting Limited,Full-Time,"C#, Database, Html, Sql, Git, Perl, Java, Groovy, Tcl, Python, Lua",In-Person,Consulting,ANY,Oakville,ON,89440.0,93600.0
